ddc_id	chembl_id	pot.(log,Ki)	pot.(nMol,Ki)	washed_kekule_smiles	 washed_openeye_smiles	washed_nonstereo_smiles	all_chembl_ids	no_chembl_ids	pots.(log, Ki)	Glaxo	Dundee	BMS	SureChEMBL	MLSMR	Inpharmatica	LINT	PAINS	exp_Glaxo	exp_Dundee	exp_BMS	exp_SureChEMBL	exp_MLSMR	exp_Inpharmatica	exp_LINT	exp_PAINS	smarts_Glaxo	smarts_Dundee	smarts_BMS	smarts_SureChEMBL	smarts_MLSMR	smarts_Inpharmatica	smarts_LINT	smarts_PAINS	MolWt
ddc_1815655	CHEMBL4240910	7.64	23.0	C=1C=C2C(C=CC=N2)=C(C1)S(=O)(=O)N3CCC[C@H]3CCN4CCN(CC4)C5=CC=CC6=C5NC(=O)O6	c1cc2c(cccn2)c(c1)S(=O)(=O)N3CCC[C@H]3CCN4CCN(CC4)c5cccc6c5[nH]c(=O)o6	c1cc2c(cccn2)c(c1)S(=O)(=O)N3CCCC3CCN4CCN(CC4)c5cccc6c5[nH]c(=O)o6	CHEMBL4240910	1	7.64	False	False	False	False	True	False	False	False					Hetero_hetero								*[N,S,O]-&!@[N,S,O][#6]				507.6160000000003
ddc_1817562	CHEMBL4247275	7.57	27.0	C=1C=CC=2C(C1)=CN=CC2S(=O)(=O)N3CCC[C@H]3CCN4CCN(CC4)C5=CC=CC6=C5NC(=O)O6	c1ccc2c(c1)cncc2S(=O)(=O)N3CCC[C@H]3CCN4CCN(CC4)c5cccc6c5[nH]c(=O)o6	c1ccc2c(c1)cncc2S(=O)(=O)N3CCCC3CCN4CCN(CC4)c5cccc6c5[nH]c(=O)o6	CHEMBL4247275	1	7.57	False	False	False	False	True	False	False	False					Hetero_hetero								*[N,S,O]-&!@[N,S,O][#6]				507.6160000000003
ddc_1816313	CHEMBL4243036	7.44	36.0	C=1C=CC=2C(C1)=CN=CC2S(=O)(=O)N3CCC[C@@H]3CCN4CCN(CC4)C5=CC=CC6=C5NC(=O)O6	c1ccc2c(c1)cncc2S(=O)(=O)N3CCC[C@@H]3CCN4CCN(CC4)c5cccc6c5[nH]c(=O)o6	c1ccc2c(c1)cncc2S(=O)(=O)N3CCCC3CCN4CCN(CC4)c5cccc6c5[nH]c(=O)o6	CHEMBL4243036	1	7.44	False	False	False	False	True	False	False	False					Hetero_hetero								*[N,S,O]-&!@[N,S,O][#6]				507.6160000000003
ddc_288730	CHEMBL200949	6.98	103.9	CN1CCC2=C(SC3=C2C(=O)N(C=N3)CCN4CCN(CC4)C=5C=C(C=CC5OC)C(F)(F)F)C1	CN1CCc2c(sc3c2c(=O)n(cn3)CCN4CCN(CC4)c5cc(ccc5OC)C(F)(F)F)C1	CN1CCc2c(sc3c2c(=O)n(cn3)CCN4CCN(CC4)c5cc(ccc5OC)C(F)(F)F)C1	CHEMBL200949	1	6.98	False	False	False	False	False	False	False	False																	507.58200000000033
ddc_1816806	CHEMBL4244691	8.0	10.0	C=1C=C2C=NC=CC2=C(C1)S(=O)(=O)N3CCC[C@H]3CCN4CCN(CC4)C=5C=CC=C6C5C=CS6	c1cc2cnccc2c(c1)S(=O)(=O)N3CCC[C@H]3CCN4CCN(CC4)c5cccc6c5ccs6	c1cc2cnccc2c(c1)S(=O)(=O)N3CCCC3CCN4CCN(CC4)c5cccc6c5ccs6	CHEMBL4244691	1	8.0	False	False	False	False	True	False	False	False					Hetero_hetero								*[N,S,O]-&!@[N,S,O][#6]				506.6970000000003
ddc_1814950	CHEMBL4238479	7.89	13.0	C=1C=C2C=NC=CC2=C(C1)S(=O)(=O)N3CCC[C@@H]3CCN4CCN(CC4)C=5C=CC=C6C5C=CS6	c1cc2cnccc2c(c1)S(=O)(=O)N3CCC[C@@H]3CCN4CCN(CC4)c5cccc6c5ccs6	c1cc2cnccc2c(c1)S(=O)(=O)N3CCCC3CCN4CCN(CC4)c5cccc6c5ccs6	CHEMBL4238479	1	7.89	False	False	False	False	True	False	False	False					Hetero_hetero								*[N,S,O]-&!@[N,S,O][#6]				506.6970000000003
ddc_1815666	CHEMBL4240954	7.89	13.0	C=1C=C2C(C=CC=N2)=C(C1)S(=O)(=O)N3CCC[C@H]3CCN4CCN(CC4)C=5C=CC=C6C5C=CS6	c1cc2c(cccn2)c(c1)S(=O)(=O)N3CCC[C@H]3CCN4CCN(CC4)c5cccc6c5ccs6	c1cc2c(cccn2)c(c1)S(=O)(=O)N3CCCC3CCN4CCN(CC4)c5cccc6c5ccs6	CHEMBL4240954	1	7.89	False	False	False	False	True	False	False	False					Hetero_hetero								*[N,S,O]-&!@[N,S,O][#6]				506.6970000000003
ddc_1816550	CHEMBL4243848	7.82	15.0	C=1C=C2C(C=CC=N2)=C(C1)S(=O)(=O)N3CCC[C@@H]3CCN4CCN(CC4)C=5C=CC=C6C5C=CS6	c1cc2c(cccn2)c(c1)S(=O)(=O)N3CCC[C@@H]3CCN4CCN(CC4)c5cccc6c5ccs6	c1cc2c(cccn2)c(c1)S(=O)(=O)N3CCCC3CCN4CCN(CC4)c5cccc6c5ccs6	CHEMBL4243848	1	7.82	False	False	False	False	True	False	False	False					Hetero_hetero								*[N,S,O]-&!@[N,S,O][#6]				506.6970000000003
ddc_1815342	CHEMBL4239823	7.74	18.0	C=1C=CC=2C(C1)=CN=CC2S(=O)(=O)N3CCC[C@H]3CCN4CCN(CC4)C=5C=CC=C6C5C=CS6	c1ccc2c(c1)cncc2S(=O)(=O)N3CCC[C@H]3CCN4CCN(CC4)c5cccc6c5ccs6	c1ccc2c(c1)cncc2S(=O)(=O)N3CCCC3CCN4CCN(CC4)c5cccc6c5ccs6	CHEMBL4239823	2	7.74,7.74	False	False	False	False	True	False	False	False					Hetero_hetero								*[N,S,O]-&!@[N,S,O][#6]				506.6970000000003
ddc_1817912	CHEMBL4248491	7.62	24.0	C=1C=CC=2C(C1)=CN=CC2S(=O)(=O)N3CCC[C@@H]3CCN4CCN(CC4)C=5C=CC=C6C5C=CS6	c1ccc2c(c1)cncc2S(=O)(=O)N3CCC[C@@H]3CCN4CCN(CC4)c5cccc6c5ccs6	c1ccc2c(c1)cncc2S(=O)(=O)N3CCCC3CCN4CCN(CC4)c5cccc6c5ccs6	CHEMBL4248491	1	7.62	False	False	False	False	True	False	False	False					Hetero_hetero								*[N,S,O]-&!@[N,S,O][#6]				506.6970000000003
ddc_1969326	CHEMBL4642594	7.2	63.0	C=1C=CC2=C(C1)C(=NS2)N3CCN(CC3)CCCCCCN4C5=CC=CC=6C5=C(C=CC6)S4(=O)=O	c1ccc2c(c1)c(ns2)N3CCN(CC3)CCCCCCN4c5cccc6c5c(ccc6)S4(=O)=O	c1ccc2c(c1)c(ns2)N3CCN(CC3)CCCCCCN4c5cccc6c5c(ccc6)S4(=O)=O	CHEMBL4642594	1	7.2	False	True	False	False	True	False	False	False		Aliphatic long chain			Unbranched chain					[R0;D2][R0;D2][R0;D2][R0;D2]			[$([A&D2]),$([A&D1])]!@[A&D2]!@[A&D2]!@[A&D2]!@[A&D2]!@[$([A&D2]),$([A&D1])]				506.6970000000003
ddc_1038199	CHEMBL1910138	8.74	1.82	COC=1C=CC=CC1N2CCN(CC2)CCN(C=3C=CC=CN3)C(=O)C45CC6CC(C4)CC(C6)(C5)CF	COc1ccccc1N2CCN(CC2)CCN(c3ccccn3)C(=O)C45CC6CC(C4)CC(C6)(C5)CF	COc1ccccc1N2CCN(CC2)CCN(c3ccccn3)C(=O)C45CC6CC(C4)CC(C6)(C5)CF	CHEMBL1910138	1	8.74	False	False	False	False	False	False	False	False																	506.66600000000034
ddc_1845293	CHEMBL4441125	7.2	63.0	CC=1C=CC(=CC1)C2=C3C=CC=CN3C(=O)N(C2=O)CCCCN4CCCC(C4)C5=CNC6=C5C=CC=C6	Cc1ccc(cc1)c2c3ccccn3c(=O)n(c2=O)CCCCN4CCCC(C4)c5c[nH]c6c5cccc6	Cc1ccc(cc1)c2c3ccccn3c(=O)n(c2=O)CCCCN4CCCC(C4)c5c[nH]c6c5cccc6	CHEMBL4441125	1	7.2	False	True	False	False	False	False	False	False		Aliphatic long chain								[R0;D2][R0;D2][R0;D2][R0;D2]							506.65000000000043
ddc_1863858	CHEMBL4459776	6.99	102.0	CC=1C=CC=CC1C2=C3C=CC=CN3C(=O)N(C2=O)CCCCN4CCCC(C4)C5=CNC6=C5C=CC=C6	Cc1ccccc1c2c3ccccn3c(=O)n(c2=O)CCCCN4CCCC(C4)c5c[nH]c6c5cccc6	Cc1ccccc1c2c3ccccn3c(=O)n(c2=O)CCCCN4CCCC(C4)c5c[nH]c6c5cccc6	CHEMBL4459776	1	6.99	False	True	False	False	False	False	False	False		Aliphatic long chain								[R0;D2][R0;D2][R0;D2][R0;D2]							506.65000000000043
ddc_282544	CHEMBL195897	6.0	1000.0	CC1=CC=CC(=N1)C=2C=CC(=C3C2C=CC=C3)C(=O)N4CCC=5C4=CC(=C(C5)OC)N6C[C@H](N[C@H](C6)C)C	Cc1cccc(n1)c2ccc(c3c2cccc3)C(=O)N4CCc5c4cc(c(c5)OC)N6C[C@H](N[C@H](C6)C)C	Cc1cccc(n1)c2ccc(c3c2cccc3)C(=O)N4CCc5c4cc(c(c5)OC)N6CC(NC(C6)C)C	CHEMBL195897	1	6.0	False	False	False	False	False	False	False	False																	506.6500000000004
ddc_1935622	CHEMBL4569899	7.07	85.0	COC=1C=CC(=CC1OC2CCCC2)/C=C\3/C(=O)N(C(=O)N3)CCCN4CCN(CC4)C=5N=CC=CN5	COc1ccc(cc1OC2CCCC2)/C=C\3/C(=O)N(C(=O)N3)CCCN4CCN(CC4)c5ncccn5	COc1ccc(cc1OC2CCCC2)C=C3C(=O)N(C(=O)N3)CCCN4CCN(CC4)c5ncccn5	CHEMBL4569899	1	7.07	False	True	False	False	True	False	False	False		Michael acceptor			vinyl michael acceptor1					C=!@CC=[O,S]			[#6]-[CH1]=C-C(=O)[#6,#7,#8]				506.6070000000003
ddc_1378419	CHEMBL3326993	7.96	11.0	COC=1C=CC=CC1N2CCN(CC2)CCCCCC(=O)NCC=3C=CC=CC3C=4C=CC=CC4Cl	COc1ccccc1N2CCN(CC2)CCCCCC(=O)NCc3ccccc3c4ccccc4Cl	COc1ccccc1N2CCN(CC2)CCCCCC(=O)NCc3ccccc3c4ccccc4Cl	CHEMBL3326993	1	7.96	False	True	False	False	True	False	False	False		Aliphatic long chain			Long aliphatic chain					[R0;D2][R0;D2][R0;D2][R0;D2]			[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]				506.09000000000015
ddc_415977	CHEMBL521687	7.99	10.3	CSC=1C=CC=CC1N2CCN(CC2)CCCCCC(=O)NCC=3C=CC(=CC3)OS(=O)(=O)C	CSc1ccccc1N2CCN(CC2)CCCCCC(=O)NCc3ccc(cc3)OS(=O)(=O)C	CSc1ccccc1N2CCN(CC2)CCCCCC(=O)NCc3ccc(cc3)OS(=O)(=O)C	CHEMBL521687	1	7.99	False	True	False	False	True	False	False	False		Sulfonic acid			aromatic Sulfonic ester					[C,c]S(=O)(=O)O[C,c]			[#6,#7]-S(=O)(=O)Oc				505.7060000000002
ddc_285606	CHEMBL426285	8.5	3.162	CCC1=C(C=NN1C=2C=CC(=CC2)C#N)C(=O)N3CCC4=C3C=C5C(=C4)C=CN=C5N6CCN(CC6)CC	CCc1c(cnn1c2ccc(cc2)C#N)C(=O)N3CCc4c3cc5c(c4)ccnc5N6CCN(CC6)CC	CCc1c(cnn1c2ccc(cc2)C#N)C(=O)N3CCc4c3cc5c(c4)ccnc5N6CCN(CC6)CC	CHEMBL426285	1	8.5	False	False	False	False	False	False	False	False																	505.62600000000043
ddc_285619	CHEMBL199144	7.5	31.62	CCC1=C(C=NN1C=2C=CC(=CC2)C#N)C(=O)N3CCC4=C3C=C5C(=C4)C=CN=C5N6C[C@H](N[C@H](C6)C)C	CCc1c(cnn1c2ccc(cc2)C#N)C(=O)N3CCc4c3cc5c(c4)ccnc5N6C[C@H](N[C@H](C6)C)C	CCc1c(cnn1c2ccc(cc2)C#N)C(=O)N3CCc4c3cc5c(c4)ccnc5N6CC(NC(C6)C)C	CHEMBL199144	1	7.5	False	False	False	False	False	False	False	False																	505.6260000000003
ddc_496377	CHEMBL550700	7.76	17.2	CC=1C=CC2=C(N1)C=CC3=C2O[C@H](CO3)CN4CCN(CC4)C=5C=CC=6C=C(C=CC6N5)Br	Cc1ccc2c(n1)ccc3c2O[C@H](CO3)CN4CCN(CC4)c5ccc6cc(ccc6n5)Br	Cc1ccc2c(n1)ccc3c2OC(CO3)CN4CCN(CC4)c5ccc6cc(ccc6n5)Br	CHEMBL550700	1	7.76	False	False	False	False	False	False	False	False																	505.41600000000017
ddc_1637317	CHEMBL3895540	8.54	2.9	CN(S(=O)(=O)C=1SC=CC1)[C@H]2CC[C@@H](CC2)CCN3CCN(CC3)C4=NSC5=C4C=CC=C5	CN(S(=O)(=O)c1sccc1)[C@H]2CC[C@@H](CC2)CCN3CCN(CC3)c4nsc5c4cccc5	CN(C1CCC(CC1)CCN2CCN(CC2)c3c4ccccc4sn3)S(=O)(=O)c5cccs5	CHEMBL3895540	1	8.54	False	False	False	False	True	False	False	False					Hetero_hetero								*[N,S,O]-&!@[N,S,O][#6]				504.7470000000004
ddc_183623	CHEMBL338015	7.87	13.4	CN1CCN(CC1)C2=CC=CC3=C2C=C(C=C3)OCC(=O)N4CCN(CC4)C5=CC=CC(=C5OC)OC	CN1CCN(CC1)c2cccc3c2cc(cc3)OCC(=O)N4CCN(CC4)c5cccc(c5OC)OC	CN1CCN(CC1)c2cccc3c2cc(cc3)OCC(=O)N4CCN(CC4)c5cccc(c5OC)OC	CHEMBL338015	1	7.87	False	False	False	False	False	False	False	False																	504.63100000000037
ddc_1883431	CHEMBL4515160	8.15	7.0	C1=CC2=C(C=C1F)C(=CN2)C3CCN(CC3)CCCCN4C(=O)CC(C4=O)C5=CNC6=C5C=C(C=C6)F	c1cc2c(cc1F)c(c[nH]2)C3CCN(CC3)CCCCN4C(=O)CC(C4=O)c5c[nH]c6c5cc(cc6)F	c1cc2c(cc1F)c(c[nH]2)C3CCN(CC3)CCCCN4C(=O)CC(C4=O)c5c[nH]c6c5cc(cc6)F	CHEMBL4515160	1	8.15	False	True	False	False	False	False	False	False		phthalimide								[cR,CR]~C(=O)NC(=O)~[cR,CR]							504.58100000000024
ddc_1533018	CHEMBL3656909	8.26	5.5	C1=CC2=C(C=C1CCN3CCC(CC3)CC=4C=CC(=C(C4)OCCO)Br)C(=O)C(CO2)O	c1cc2c(cc1CCN3CCC(CC3)Cc4ccc(c(c4)OCCO)Br)C(=O)C(CO2)O	c1cc2c(cc1CCN3CCC(CC3)Cc4ccc(c(c4)OCCO)Br)C(=O)C(CO2)O	CHEMBL3656909	1	8.26	False	False	False	False	True	False	False	False					Ketone								[#6]-C(=O)-[#6]				504.4210000000002
ddc_1291869	CHEMBL3113599	6.73	186.0	COC=1C=CC(=CC1)CNC(=O)CCOCCN2CCN(CC2)C=3C=CC=C(C3)C=4C=CC=CC4OC	COc1ccc(cc1)CNC(=O)CCOCCN2CCN(CC2)c3cccc(c3)c4ccccc4OC	COc1ccc(cc1)CNC(=O)CCOCCN2CCN(CC2)c3cccc(c3)c4ccccc4OC	CHEMBL3113599	1	6.73	False	True	False	False	True	False	False	False		Aliphatic long chain			Long aliphatic chain					[R0;D2][R0;D2][R0;D2][R0;D2]			[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]				503.64300000000026
ddc_2020144	CHEMBL4795056	8.06	8.7	CC1C(=O)NC=2C=C(C=CC2O1)OC[C@@H](CN3CCN(CC3)C=4C=CC=CC4C=5C=CC(=CC5)OC)O	CC1C(=O)Nc2cc(ccc2O1)OC[C@@H](CN3CCN(CC3)c4ccccc4c5ccc(cc5)OC)O	CC1C(=O)Nc2cc(ccc2O1)OCC(CN3CCN(CC3)c4ccccc4c5ccc(cc5)OC)O	CHEMBL4795056	1	8.06	False	False	False	False	False	False	False	False																	503.5990000000003
ddc_278211	CHEMBL193206	9.0	1.0	C[C@H](CN(C=1C=CC=CN1)C(=O)C=2C=CC(=CC2)[N+](=O)[O-])N3CCN(CC3)C=4C=CC=C5C4OCCO5	C[C@H](CN(c1ccccn1)C(=O)c2ccc(cc2)[N+](=O)[O-])N3CCN(CC3)c4cccc5c4OCCO5	CC(CN(c1ccccn1)C(=O)c2ccc(cc2)[N+](=O)[O-])N3CCN(CC3)c4cccc5c4OCCO5	CHEMBL193206	1	9.0	False	True	False	False	True	False	False	False		Oxygen-nitrogen single bond			Dye 16 (1)					[OR0,NR0][OR0,NR0]			c([N+](=O)[O-])				503.5590000000004
ddc_278606	CHEMBL195425	8.47	3.4	C[C@@H](CN(C=1C=CC=CN1)C(=O)C=2C=CC(=CC2)[N+](=O)[O-])N3CCN(CC3)C=4C=CC=C5C4OCCO5	C[C@@H](CN(c1ccccn1)C(=O)c2ccc(cc2)[N+](=O)[O-])N3CCN(CC3)c4cccc5c4OCCO5	CC(CN(c1ccccn1)C(=O)c2ccc(cc2)[N+](=O)[O-])N3CCN(CC3)c4cccc5c4OCCO5	CHEMBL195425	1	8.47	False	True	False	False	True	False	False	False		Oxygen-nitrogen single bond			Dye 16 (1)					[OR0,NR0][OR0,NR0]			c([N+](=O)[O-])				503.5590000000004
ddc_1340564	CHEMBL3235756	7.8	16.0	C=1C=CC2=C(C1)C[C@H](N(C2)C(=O)CCCCCN3CCN(CC3)C=4C=CC=C(C4Cl)Cl)C(=O)N	c1ccc2c(c1)C[C@H](N(C2)C(=O)CCCCCN3CCN(CC3)c4cccc(c4Cl)Cl)C(=O)N	c1ccc2c(c1)CC(N(C2)C(=O)CCCCCN3CCN(CC3)c4cccc(c4Cl)Cl)C(=O)N	CHEMBL3235756	1	7.8	False	True	False	False	True	False	False	False		Aliphatic long chain			Long aliphatic chain					[R0;D2][R0;D2][R0;D2][R0;D2]			[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]				503.4740000000002
ddc_1829226	CHEMBL4287105	9.4	0.4	CC1=CC2=C(C(=CC(=O)O2)C)C(=C1C(=O)C)OCCCN3CCN(CC3)C=4C=CC=C(C4Cl)Cl	Cc1cc2c(c(cc(=O)o2)C)c(c1C(=O)C)OCCCN3CCN(CC3)c4cccc(c4Cl)Cl	Cc1cc2c(c(cc(=O)o2)C)c(c1C(=O)C)OCCCN3CCN(CC3)c4cccc(c4Cl)Cl	CHEMBL4287105	1	9.4	False	True	False	False	True	False	False	False		cumarine			Ketone					c1ccc2c(c1)ccc(=O)o2			[#6]-C(=O)-[#6]				503.4260000000003
ddc_1770921	CHEMBL4126092	8.66	2.2	CC1=CC(=O)OC=2C1=CC=C(C2C(=O)C)OCCCCN3CCN(CC3)C=4C=CC=C(C4Cl)Cl	Cc1cc(=O)oc2c1ccc(c2C(=O)C)OCCCCN3CCN(CC3)c4cccc(c4Cl)Cl	Cc1cc(=O)oc2c1ccc(c2C(=O)C)OCCCCN3CCN(CC3)c4cccc(c4Cl)Cl	CHEMBL4126092	1	8.66	False	True	False	False	True	False	False	False		cumarine			Ketone					c1ccc2c(c1)ccc(=O)o2			[#6]-C(=O)-[#6]				503.4260000000003
ddc_1407949	CHEMBL3409039	7.46	35.0	C=1C=CC(=CC1)C=2C=CC=CC2N3CCN(CC3)CCCCC(=O)N4CCC[C@H]4C(=O)N5CCCCC5	c1ccc(cc1)c2ccccc2N3CCN(CC3)CCCCC(=O)N4CCC[C@H]4C(=O)N5CCCCC5	c1ccc(cc1)c2ccccc2N3CCN(CC3)CCCCC(=O)N4CCCC4C(=O)N5CCCCC5	CHEMBL3409039	1	7.46	False	True	False	False	True	False	False	False		Aliphatic long chain			Long aliphatic chain					[R0;D2][R0;D2][R0;D2][R0;D2]			[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]				502.7030000000005
ddc_183596	CHEMBL129813	7.85	14.1	CN1CCN(CC1)C=2C=CC=C3C2C=C(C=C3)OCC(=O)N4CCN(CC4)C=5C=CC=C6C5OCCO6	CN1CCN(CC1)c2cccc3c2cc(cc3)OCC(=O)N4CCN(CC4)c5cccc6c5OCCO6	CN1CCN(CC1)c2cccc3c2cc(cc3)OCC(=O)N4CCN(CC4)c5cccc6c5OCCO6	CHEMBL129813	1	7.85	False	False	False	False	False	False	False	False																	502.6150000000004
ddc_1919611	CHEMBL4553259	6.61	246.0	COC=1C=CC2=C(C1)C(=CN2)C3CC(=O)N(C3=O)CCCN4CCC(CC4)C5=CNC6=C5C=C(C=C6)F	COc1ccc2c(c1)c(c[nH]2)C3CC(=O)N(C3=O)CCCN4CCC(CC4)c5c[nH]c6c5cc(cc6)F	COc1ccc2c(c1)c(c[nH]2)C3CC(=O)N(C3=O)CCCN4CCC(CC4)c5c[nH]c6c5cc(cc6)F	CHEMBL4553259	1	6.61	False	True	False	False	False	False	False	False		phthalimide								[cR,CR]~C(=O)NC(=O)~[cR,CR]							502.5900000000004
ddc_1952373	CHEMBL4587314	6.8	157.0	COC=1C=CC2=C(C1)C(=CN2)C3CCN(CC3)CCCN4C(=O)CC(C4=O)C5=CNC6=C5C=C(C=C6)F	COc1ccc2c(c1)c(c[nH]2)C3CCN(CC3)CCCN4C(=O)CC(C4=O)c5c[nH]c6c5cc(cc6)F	COc1ccc2c(c1)c(c[nH]2)C3CCN(CC3)CCCN4C(=O)CC(C4=O)c5c[nH]c6c5cc(cc6)F	CHEMBL4587314	1	6.8	False	True	False	False	False	False	False	False		phthalimide								[cR,CR]~C(=O)NC(=O)~[cR,CR]							502.59000000000026
ddc_1338486	CHEMBL3233674	6.52	299.0	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)C=3C=CC(=CC3F)F)CC=4C=CC(=CC4)F)C	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)c3ccc(cc3F)F)Cc4ccc(cc4)F)C	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)c3ccc(cc3F)F)Cc4ccc(cc4)F)C	CHEMBL3233674	1	6.52	False	True	False	False	True	False	False	False		hydantoin			Long aliphatic chain					C1NC(=O)NC(=O)1			[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]				502.58100000000013
ddc_1798659	CHEMBL4207585	7.96	11.0	CC1=CC(=O)OC=2C1=CC=C(C2C(=O)C)OCCCCN3CCN(CC3)C=4C=CC=CC4C(F)(F)F	Cc1cc(=O)oc2c1ccc(c2C(=O)C)OCCCCN3CCN(CC3)c4ccccc4C(F)(F)F	Cc1cc(=O)oc2c1ccc(c2C(=O)C)OCCCCN3CCN(CC3)c4ccccc4C(F)(F)F	CHEMBL4207585	1	7.96	False	True	False	False	True	False	False	False		cumarine			Ketone					c1ccc2c(c1)ccc(=O)o2			[#6]-C(=O)-[#6]				502.53300000000024
ddc_1811581	CHEMBL4226281	8.3	5.05	COCCOC=1C=C(C=CC1Br)CC2CCN(CC2)CCC=3C=CC4=C(C3)C(=O)CCO4	COCCOc1cc(ccc1Br)CC2CCN(CC2)CCc3ccc4c(c3)C(=O)CCO4	COCCOc1cc(ccc1Br)CC2CCN(CC2)CCc3ccc4c(c3)C(=O)CCO4	CHEMBL4226281	1	8.3	False	True	False	False	True	False	False	False		Aliphatic long chain			Ketone					[R0;D2][R0;D2][R0;D2][R0;D2]			[#6]-C(=O)-[#6]				502.44900000000047
ddc_1811340	CHEMBL4226031	7.37	42.8	COCCOC=1C=C(C=CC1Br)CC2CCN(CC2)CCC=3C=CC4=C(C3)OCCC4=O	COCCOc1cc(ccc1Br)CC2CCN(CC2)CCc3ccc4c(c3)OCCC4=O	COCCOc1cc(ccc1Br)CC2CCN(CC2)CCc3ccc4c(c3)OCCC4=O	CHEMBL4226031	1	7.37	False	True	False	False	True	False	False	False		Aliphatic long chain			Ketone					[R0;D2][R0;D2][R0;D2][R0;D2]			[#6]-C(=O)-[#6]				502.44900000000047
ddc_1813499	CHEMBL4228218	7.35	44.3	COCCOC1=CC(=CC(=C1)Br)CC2CCN(CC2)CCC=3C=CC4=C(C3)C(=O)CCO4	COCCOc1cc(cc(c1)Br)CC2CCN(CC2)CCc3ccc4c(c3)C(=O)CCO4	COCCOc1cc(cc(c1)Br)CC2CCN(CC2)CCc3ccc4c(c3)C(=O)CCO4	CHEMBL4228218	1	7.35	False	True	False	False	True	False	False	False		Aliphatic long chain			Ketone					[R0;D2][R0;D2][R0;D2][R0;D2]			[#6]-C(=O)-[#6]				502.44900000000047
ddc_415046	CHEMBL494661	7.24	57.0	CC(C)C=1C=CC=CC1N2CCN(CC2)CCCCCC(=O)NCC=3C=CC(=CC3)OS(=O)(=O)C	CC(C)c1ccccc1N2CCN(CC2)CCCCCC(=O)NCc3ccc(cc3)OS(=O)(=O)C	CC(C)c1ccccc1N2CCN(CC2)CCCCCC(=O)NCc3ccc(cc3)OS(=O)(=O)C	CHEMBL494661	1	7.24	False	True	False	False	True	False	False	False		Sulfonic acid			aromatic Sulfonic ester					[C,c]S(=O)(=O)O[C,c]			[#6,#7]-S(=O)(=O)Oc				501.6930000000002
ddc_1713151	CHEMBL3985152	7.07	86.0	COCOC=1C=CC(=CC1)CNC(=O)CCCCCN2CCN(CC2)C=3C=CC=CC3C=4C=CC=CC4	COCOc1ccc(cc1)CNC(=O)CCCCCN2CCN(CC2)c3ccccc3c4ccccc4	COCOc1ccc(cc1)CNC(=O)CCCCCN2CCN(CC2)c3ccccc3c4ccccc4	CHEMBL3985152	1	7.07	False	True	True	False	True	False	False	False		het-C-het not in ring	non_ring_CH2O_acetal		Long aliphatic chain					[NX3R0,NX4R0,OR0,SX2R0][CX4][NX3R0,NX4R0,OR0,SX2R0]	[O,N,S;!$(S~O)]!@[CH2]!@[O,S,N;!$(S~O)]		[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]				501.6710000000003
ddc_288587	CHEMBL198792	9.05	0.9	CN1CCC2=C(SC3=C2C(=O)N(C=N3)CCN4CCN(CC4)C=5C=CC=CC5OC=6C=CC=CC6)C1	CN1CCc2c(sc3c2c(=O)n(cn3)CCN4CCN(CC4)c5ccccc5Oc6ccccc6)C1	CN1CCc2c(sc3c2c(=O)n(cn3)CCN4CCN(CC4)c5ccccc5Oc6ccccc6)C1	CHEMBL198792	1	9.05	False	False	False	False	False	False	False	False																	501.65600000000035
ddc_1385499	CHEMBL3342867	7.57	26.92	CC=1C=CC(=CC1)S(=O)(=O)N2CCC3(CC2)OCC(O3)CN4CCN(CC4)C=5C=CC=CC5OC	Cc1ccc(cc1)S(=O)(=O)N2CCC3(CC2)OCC(O3)CN4CCN(CC4)c5ccccc5OC	Cc1ccc(cc1)S(=O)(=O)N2CCC3(CC2)OCC(O3)CN4CCN(CC4)c5ccccc5OC	CHEMBL3342867	1	7.57	False	False	False	False	True	False	False	False					Hetero_hetero								*[N,S,O]-&!@[N,S,O][#6]				501.64900000000034
